简介,小区,户型,面积,关注人数,观看次数,发布时间,房价,单价/平,城区,经纬度
大方居 2室1厅 306万,大方居 , 2室1厅 , 90.47平米 ,33人关注 , 共2次带看 , 24天以前发布,306,单价33824元/平米,通州,"116.639972,39.882381"
通典铭居 3室1厅 665万,通典铭居 , 3室1厅 , 138.51平米 ,13人关注 , 共4次带看 , 20天以前发布,665,单价48011元/平米,通州,"116.641021,39.914053"
天赐良园西三期 3室2厅 650万,天赐良园西三期 , 3室2厅 , 165平米 ,8人关注 , 共1次带看 , 29天以前发布,650,单价39394元/平米,通州,"116.642721,39.932375"
龙湖大方居精装两居电梯房 户型方正,大方居 , 2室1厅 , 89.99平米 ,15人关注 , 共7次带看 , 1个月以前发布,330,单价36671元/平米,通州,"116.639972,39.882381"
八通线梨园站南北通透正规3居户型好,五所家属院 , 3室2厅 , 99平米 ,11人关注 , 共1次带看 , 2个月以前发布,499,单价50405元/平米,通州,"116.671983,39.891343"
摩卡空间 1室0厅 320万,摩卡空间 , 1室0厅 , 53.82平米 ,10人关注 , 共20次带看 , 1个月以前发布,320,单价59458元/平米,通州,"116.666339,39.913406"
牡丹园电梯一居室  中高楼层  只交契税,武夷花园牡丹园 , 1室2厅 , 64.07平米 ,21人关注 , 共23次带看 , 1个月以前发布,398,单价62120元/平米,通州,"116.704315,39.92475"
帅府园两居 南北通透复式 官园小学,帅府园 , 2室2厅 , 94.86平米 ,66人关注 , 共16次带看 , 4个月以前发布,450,单价47439元/平米,通州,"116.652626,39.909058"
绣江南 南北通透 独立餐厅 格局好  位置好,绣江南 , 2室1厅 , 89.82平米 ,11人关注 , 共15次带看 , 2个月以前发布,490,单价54554元/平米,通州,"116.665969,39.871777"
新潮嘉园南北通透，低楼层三居室,新潮嘉园一期 , 3室1厅 , 101平米 ,37人关注 , 共16次带看 , 2个月以前发布,535,单价52971元/平米,通州,"116.69986,39.938638"
新城阳光 3室2厅 670万,新城阳光 , 3室2厅 , 121.77平米 ,55人关注 , 共21次带看 , 1个月以前发布,670,单价55022元/平米,通州,"116.669921,39.88789"
新翠景园 3室2厅 599万,新翠景园 , 3室2厅 , 113平米 ,33人关注 , 共23次带看 , 1个月以前发布,599,单价53009元/平米,通州,"116.661683,39.882813"
幸福艺居 5室3厅 780万,幸福艺居 , 5室3厅 , 178.88平米 ,47人关注 , 共19次带看 , 4个月以前发布,780,单价43605元/平米,通州,"116.695911,39.894711"
南北通透 满五年 通州实验小学 交通方便 楼层好,靓景明居 , 2室1厅 , 93.77平米 ,33人关注 , 共20次带看 , 3个月以前发布,530,单价56522元/平米,通州,"116.643924,39.889841"
站前巴黎三居室  一层带小院  满五年,站前巴黎 , 3室2厅 , 98.1平米 ,45人关注 , 共22次带看 , 2个月以前发布,550,单价56066元/平米,通州,"116.674053,39.882658"
新华大街 三居室 一层带花园 没有增值税和个人所得税,在水一方 , 3室1厅 , 130.18平米 ,76人关注 , 共16次带看 , 3个月以前发布,660,单价50700元/平米,通州,"116.651219,39.918957"
满五年，南北双通透，不临街不把边，业主自住看房方便,香林郡 , 4室1厅 , 145.52平米 ,112人关注 , 共8次带看 , 3个月以前发布,760,单价52227元/平米,通州,"116.689623,39.907949"
格兰晴天 满五年 板楼小三居 只缴纳契税,格兰晴天 , 3室2厅 , 107平米 ,32人关注 , 共18次带看 , 3个月以前发布,508,单价47477元/平米,通州,"116.679562,39.895417"
瑞都公园世家北区 2室2厅 560万,瑞都公园世家北区 , 2室2厅 , 88.67平米 ,34人关注 , 共24次带看 , 4个月以前发布,560,单价63156元/平米,通州,"116.685686,39.873688"
南北两居 明厨明卫 带露台  业主自住 诚心出售,旗舰凯旋一期 , 2室1厅 , 63.26平米 ,36人关注 , 共24次带看 , 1个月以前发布,360,单价56908元/平米,通州,"116.65244,39.883322"
天赐良园东三期 南北通透正规三居 户型方正无浪费,天赐良园东三期 , 3室2厅 , 122平米 ,77人关注 , 共15次带看 , 2个月以前发布,595,单价48771元/平米,通州,"116.648255,39.931905"
满五年，南北通透两居，诚意出售,自然佳境 , 2室1厅 , 87.32平米 ,19人关注 , 共11次带看 , 2个月以前发布,430,单价49245元/平米,通州,"116.698943,39.942109"
景欣园 3室3厅 780万,景欣园 , 3室3厅 , 182.56平米 ,4人关注 , 共1次带看 , 1个月以前发布,780,单价42726元/平米,通州,"116.6694,39.895778"
华业东方玫瑰 2室1厅 485万,华业东方玫瑰 , 2室1厅 , 84平米 ,42人关注 , 共22次带看 , 27天以前发布,485,单价57739元/平米,通州,"116.690886,39.887582"
北苑地铁房 新华联2居 南北通透  0税费,新华联锦园 , 2室1厅 , 101.04平米 ,30人关注 , 共25次带看 , 3个月以前发布,505,单价49981元/平米,通州,"116.636059,39.907157"
电梯房 精装修 满五年 明厨明卫,大方居 , 3室1厅 , 89.2平米 ,51人关注 , 共14次带看 , 1个月以前发布,345,单价38678元/平米,通州,"116.639972,39.882381"
世纪星城 南北通透两居室 前后无遮挡 诚心出售 ,世纪星城 , 2室2厅 , 92.25平米 ,38人关注 , 共29次带看 , 2个月以前发布,538,单价58320元/平米,通州,"116.642449,39.899814"
加华印象街 2室1厅 590万,加华印象街 , 2室1厅 , 101.12平米 ,10人关注 , 共2次带看 , 15天以前发布,590,单价58347元/平米,通州,"116.694847,39.921775"
时尚街区东区 1室1厅 302万,时尚街区东区 , 1室1厅 , 49平米 ,48人关注 , 共9次带看 , 26天以前发布,302,单价61633元/平米,通州,"116.674125,39.888623"
大方居 2室1厅 310万,大方居 , 2室1厅 , 89.27平米 ,24人关注 , 共7次带看 , 27天以前发布,310,单价34727元/平米,通州,"116.639972,39.882381"
世纪星城三期 2室1厅 550万,世纪星城三期 , 2室1厅 , 104.58平米 ,26人关注 , 共10次带看 , 23天以前发布,550,单价52592元/平米,通州,"116.640671,39.901842"
东营前街 1室1厅 320万,东营前街 , 1室1厅 , 65.57平米 ,9人关注 , 共9次带看 , 27天以前发布,320,单价48803元/平米,通州,"116.678753,39.905491"
京贸国际城西区 三居 760万    ,京贸国际城西区 , 3室1厅 , 117.5平米 ,44人关注 , 共96次带看 , 3个月以前发布,760,单价64681元/平米,通州,"116.690996,39.925159"
成本价 户型方正 通透格局 看房方便,帅府园 , 2室1厅 , 61.67平米 ,24人关注 , 共56次带看 , 1个月以前发布,320,单价51890元/平米,通州,"116.652626,39.909058"
京贸国际城西区 三居 760万    ,京贸国际城西区 , 3室1厅 , 117.5平米 ,44人关注 , 共96次带看 , 3个月以前发布,760,单价64681元/平米,通州,"116.690996,39.925159"
南北通透+人车分流+舒适安逸的小区环境,尚东庭 , 联排别墅 , 4室2厅 ,20人关注 , 共44次带看 , 4个月以前发布,1050,单价55139元/平米,通州,"116.685781,39.944456"
通州北苑 一层两居 房本满五年 有钥匙 看房方便,通惠南路 , 2室1厅 , 61.81平米 ,19人关注 , 共22次带看 , 2个月以前发布,340,单价55008元/平米,通州,"116.64999,39.909642"
满五年住房 板楼 正规一居室 诚心出售,云景西里南区 , 1室1厅 , 57.79平米 ,48人关注 , 共25次带看 , 3个月以前发布,305,单价52778元/平米,通州,"116.667208,39.885232"
时尚街区西区 南北通透正规两居 装修好 采光棒,时尚街区西区 , 2室1厅 , 83平米 ,17人关注 , 共8次带看 , 2个月以前发布,462,单价55663元/平米,通州,"116.671991,39.887056"
乔庄北街279号院，业主诚心出售，看房方便,乔庄北街279号院 , 2室2厅 , 97.83平米 ,43人关注 , 共14次带看 , 4个月以前发布,460,单价47021元/平米,通州,"116.689928,39.902087"
瑞都公园世家南北通透三居室，交通便利，配套完善,瑞都公园世家南区 , 3室2厅 , 126.93平米 ,44人关注 , 共6次带看 , 1个月以前发布,740,单价58300元/平米,通州,"116.68583,39.870919"
精装 满五年 正规 三居室 目前 业主自己住,乔庄北街8号院 , 3室2厅 , 125平米 ,25人关注 , 共7次带看 , 1个月以前发布,530,单价42400元/平米,通州,"116.690593,39.903748"
月亮城堡  精装修 观河景 满五年,月亮城堡 , 1室0厅 , 58.44平米 ,46人关注 , 共41次带看 , 4个月以前发布,349,单价59720元/平米,通州,"116.685667,39.925912"
满五年 诚心出售 装修好 南北通透 中楼层,西上园四区 , 2室1厅 , 79.5平米 ,86人关注 , 共11次带看 , 1个月以前发布,430,单价54089元/平米,通州,"116.684161,39.907381"
玉桥北里 南北通透 正规三居室 ,玉桥北里 , 3室1厅 , 72.38平米 ,46人关注 , 共16次带看 , 3个月以前发布,360,单价49738元/平米,通州,"116.688527,39.899168"
低楼层 满五年 南北通透 看房方便,源泉苑 , 2室1厅 , 70.43平米 ,25人关注 , 共9次带看 , 1个月以前发布,390,单价55375元/平米,通州,"116.696181,39.892968"
新潮嘉园二期 3室2厅 620万,新潮嘉园二期 , 3室2厅 , 130.7平米 ,24人关注 , 共38次带看 , 3个月以前发布,620,单价47437元/平米,通州,"116.703237,39.939938"
通州新城 复式结构 南北朝向 满五年 有阳光房,新潮嘉园一期 , 3室2厅 , 153平米 ,20人关注 , 共10次带看 , 2个月以前发布,650,单价42484元/平米,通州,"116.69986,39.938638"
新华联家园北区 2室1厅 570万,新华联家园北区 , 2室1厅 , 107.7平米 ,26人关注 , 共35次带看 , 3个月以前发布,570,单价52925元/平米,通州,"116.648674,39.899289"
大方居 东西通透正规两居 低总价电梯房,大方居 , 2室1厅 , 86.56平米 ,18人关注 , 共7次带看 , 1个月以前发布,318,单价36738元/平米,通州,"116.639972,39.882381"
葛布店北里三居室，低楼层，采光充足,葛布店北里 , 3室1厅 , 73.14平米 ,41人关注 , 共6次带看 , 2个月以前发布,345,单价47170元/平米,通州,"116.66424,39.899598"
富河园 正规两居室 北关地铁 通州新城,富河园 , 3室1厅 , 87.34平米 ,26人关注 , 共10次带看 , 2个月以前发布,440,单价50378元/平米,通州,"116.661047,39.932185"
加华印象街 电梯板楼 南北三居 满五年家庭首套房子,加华印象街 , 3室2厅 , 137.53平米 ,32人关注 , 共6次带看 , 2个月以前发布,790,单价57443元/平米,通州,"116.694847,39.921775"
东方小学70米，北关商务区路南，南北两居，好房。,潞河名苑 , 2室1厅 , 94.75平米 ,13人关注 , 共6次带看 , 1个月以前发布,495,单价52243元/平米,通州,"116.6658,39.908798"
DBC加州小镇C区 2室2厅 520万,DBC加州小镇C区 , 2室2厅 , 90.14平米 ,44人关注 , 共26次带看 , 3个月以前发布,520,单价57689元/平米,通州,"116.69007,39.870642"
加州小镇C区 南向 明厨明卫 精装修2居室 ,DBC加州小镇C区 , 2室1厅 , 91.17平米 ,25人关注 , 共6次带看 , 1个月以前发布,530,单价58134元/平米,通州,"116.69007,39.870642"
华兴园 2室1厅 399万,华兴园 , 2室1厅 , 75.48平米 ,22人关注 , 共24次带看 , 2个月以前发布,399,单价52862元/平米,通州,"116.637113,39.910123"
华兴园 南北两居室  业主自住出售,华兴园 , 2室2厅 , 95.77平米 ,50人关注 , 共7次带看 , 2个月以前发布,420,单价43856元/平米,通州,"116.637113,39.910123"
南北通透，满五年，顶层复式，带露台。,久居雅园 , 4室2厅 , 163.17平米 ,25人关注 , 共8次带看 , 2个月以前发布,760,单价46578元/平米,通州,"116.676119,39.875612"
梨园云景里南大门 满五年 精装修 诚心出售,云景里南大门 , 2室1厅 , 100.62平米 ,31人关注 , 共7次带看 , 3个月以前发布,490,单价48699元/平米,通州,"116.669688,39.882768"
武夷花园牡丹园 带南花园 出行方便 精装修,武夷花园牡丹园 , 3室1厅 , 132.16平米 ,14人关注 , 共10次带看 , 1个月以前发布,925,单价69991元/平米,通州,"116.704315,39.92475"
探矿家属院小户型 采光充足 居住舒适,探矿家属院 , 2室0厅 , 55.9平米 ,172人关注 , 共50次带看 , 4个月以前发布,290,单价51879元/平米,通州,"116.642694,39.893384"
怡乐北街 正规2居 中等楼层 没有增值税个税 ,怡乐北街 , 2室1厅 , 67.66平米 ,19人关注 , 共0次带看 , 22天以前发布,355,单价52469元/平米,通州,"116.651623,39.894471"
中泽家园 2室1厅 408万,中泽家园 , 2室1厅 , 89.31平米 ,8人关注 , 共0次带看 , 27天以前发布,408,单价45684元/平米,通州,"116.64484,39.8809"
新华联家园北区 3室2厅 580万,新华联家园北区 , 3室2厅 , 86.25平米 ,17人关注 , 共0次带看 , 26天以前发布,580,单价67247元/平米,通州,"116.648674,39.899289"
博客园 2室1厅 495万,博客园 , 2室1厅 , 95.04平米 ,14人关注 , 共0次带看 , 17天以前发布,495,单价52084元/平米,通州,"116.69654,39.903388"
新华联家园南区 1室1厅 330万,新华联家园南区 , 1室1厅 , 61.18平米 ,22人关注 , 共0次带看 , 15天以前发布,330,单价53940元/平米,通州,"116.647356,39.896263"
武夷花园牡丹园 3室1厅 740万,武夷花园牡丹园 , 3室1厅 , 124.85平米 ,7人关注 , 共0次带看 , 18天以前发布,740,单价59272元/平米,通州,"116.704315,39.92475"
珠江萨尔斯郡 4室1厅 700万,珠江萨尔斯郡 , 叠拼别墅 , 4室1厅 ,41人关注 , 共0次带看 , 26天以前发布,700,单价33946元/平米,通州,"116.550631,39.748466"
四海公寓 3室2厅 390万,四海公寓 , 3室2厅 , 104.85平米 ,8人关注 , 共0次带看 , 20天以前发布,390,单价37196元/平米,通州,"116.703713,39.95821"
正规两室两厅 中间楼层 南北通透,同心嘉园 , 2室2厅 , 101.32平米 ,17人关注 , 共10次带看 , 1个月以前发布,503,单价49645元/平米,通州,"116.667668,39.910376"
靓景明居 南北通透大三居 满五年 客厅是飘窗阳台,靓景明居 , 3室1厅 , 156.5平米 ,28人关注 , 共8次带看 , 1个月以前发布,880,单价56231元/平米,通州,"116.643924,39.889841"
幸福艺居 2室1厅 430万,幸福艺居 , 2室1厅 , 80.29平米 ,48人关注 , 共91次带看 , 4个月以前发布,430,单价53556元/平米,通州,"116.695911,39.894711"
满五年，免征增值税，南北两居室，户型设计合理,艺苑东里 , 3室2厅 , 99.34平米 ,28人关注 , 共10次带看 , 28天以前发布,420,单价42280元/平米,通州,"116.681017,39.901036"
南北通透+免个税+三甲医院+花园车位,尚东庭 , 叠拼别墅 , 4室2厅 ,23人关注 , 共19次带看 , 2个月以前发布,1150,单价52214元/平米,通州,"116.685781,39.944456"
乔庄北街满五年两居，南北通透，玉桥小学中学,乔庄北街305号院 , 2室2厅 , 125.48平米 ,4人关注 , 共1次带看 , 1个月以前发布,590,单价47020元/平米,通州,"116.687988,39.902032"
通州新城满五年诚心出售南北通透荞馨园,荞馨园 , 2室2厅 , 105.68平米 ,29人关注 , 共2次带看 , 3个月以前发布,490,单价46367元/平米,通州,"116.69972,39.903277"
荞馨园正规双卫两居 采光好 临地铁 市政府 配套齐全,荞馨园 , 2室1厅 , 97.41平米 ,22人关注 , 共1次带看 , 1个月以前发布,485,单价49790元/平米,通州,"116.69972,39.903277"
乔庄北街279号院 2室2厅 445万,乔庄北街279号院 , 2室2厅 , 97.83平米 ,20人关注 , 共19次带看 , 3个月以前发布,445,单价45488元/平米,通州,"116.689928,39.902087"
运河居 满五年 南北通透 交通便利 ,运河居 , 2室2厅 , 85平米 ,33人关注 , 共13次带看 , 2个月以前发布,440,单价51765元/平米,通州,"116.701229,39.901299"
南北通透  户型方正 交通便利  ,运河西大街137号院 , 2室1厅 , 56.43平米 ,52人关注 , 共1次带看 , 1个月以前发布,285,单价50506元/平米,通州,"116.6725,39.898816"
电梯两居室 客厅朝南 带阳台 主卧朝南 双卫,月季园 , 2室1厅 , 101.85平米 ,23人关注 , 共10次带看 , 2个月以前发布,560,单价54983元/平米,通州,"116.712033,39.925108"
房子满五年首套住房 户型好 业主诚心出售,西上园二区 , 2室1厅 , 91.38平米 ,31人关注 , 共22次带看 , 3个月以前发布,520,单价56906元/平米,通州,"116.685728,39.908455"
6号线北运河西大三居满五年南北通透,中上园5号院 , 3室1厅 , 117.95平米 ,16人关注 , 共2次带看 , 1个月以前发布,640,单价54261元/平米,通州,"116.688334,39.910833"
